lon,lat,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,province
99.5,35.5,0,0,0,0,0,0,0,0,0,0,0,青海省
100,35.5,0,0,0,0,0,0,0,0,0,0,0,青海省
100.5,35.5,0,0,2,0,0,0,0,0,0,0,0,青海省
101,35.5,0,0,0,0,0,0,0,0,0,0,0,青海省
101.5,35.5,0,0,0,0,0,0,0,0,0,0,0,青海省
102,35.5,0,0,0,0,0,0,0,0,0,0,0,青海省
102.5,35.5,0,0,2,0,0,0,0,0,2,0,0,甘肃省
103,35.5,0,0,0,0,1,0,0,0,3,0,0,甘肃省
103.5,35.5,0,0,2,0,1,0,0,0,3,0,0,甘肃省
104,35.5,0,0,2,0,1,0,0,0,3,0,0,甘肃省
104.5,35.5,0,0,0,0,1,0,2,0,0,0,0,甘肃省
105,35.5,0,0,0,0,1,0,2,0,0,0,0,甘肃省
105.5,35.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
106,35.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
106.5,35.5,0,0,0,0,0,0,0,0,0,0,2,甘肃省
107,35.5,0,0,0,0,2,0,0,0,0,0,3,甘肃省
107.5,35.5,0,0,0,0,2,0,0,0,0,0,3,甘肃省
108,35.5,0,0,0,2,0,0,0,0,0,2,3,甘肃省
108.5,35.5,0,0,0,2,0,0,0,2,0,0,3,甘肃省
109,35.5,0,2,0,2,0,0,0,3,0,0,3,陕西省
109.5,35.5,0,2,0,3,0,0,0,3,0,0,3,陕西省
110,35.5,0,2,0,3,0,0,0,3,0,0,3,陕西省
110.5,35.5,0,2,0,3,3,0,0,3,0,2,3,陕西省
111,35.5,0,0,0,3,3,0,0,4,0,2,3,山西省
111.5,35.5,0,0,0,0,3,0,0,4,0,2,3,山西省
112,35.5,0,0,0,2,0,0,0,3,0,2,3,山西省
112.5,35.5,0,0,0,2,0,0,0,5,0,4,3,山西省
113,35.5,0,0,0,2,2,0,0,5,0,4,3,山西省
113.5,35.5,0,0,0,2,2,0,0,5,0,4,3,河南省
114,35.5,0,0,0,0,2,0,0,5,0,4,0,河南省
114.5,35.5,0,0,0,0,3,0,0,3,0,4,0,河南省
115,35.5,0,0,0,0,2,0,0,3,0,2,0,河南省
115.5,35.5,0,0,0,0,2,0,0,3,0,2,0,山东省
116,35.5,0,0,0,0,5,0,0,3,0,2,0,山东省
116.5,35.5,0,0,0,0,5,0,0,4,0,2,0,山东省
117,35.5,0,0,0,0,5,0,0,4,0,3,0,山东省
117.5,35.5,0,0,0,0,5,0,0,4,0,4,0,山东省
118,35.5,0,0,0,0,5,0,0,4,0,3,0,山东省
118.5,35.5,0,0,0,0,3,0,0,4,0,3,0,山东省
119,35.5,0,0,0,0,3,0,0,5,0,3,0,山东省
119.5,35.5,0,0,0,0,0,0,0,0,0,0,0,山东省
76.5,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77.5,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78.5,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79.5,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80.5,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81.5,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82.5,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83.5,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84.5,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85.5,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86,36,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86.5,36,0,0,0,0,0,0,0,0,0,0,0,西藏自治区
87,36,0,0,0,0,0,0,0,0,0,0,0,西藏自治区
87.5,36,0,0,0,0,0,0,0,0,0,0,0,西藏自治区
88,36,0,0,0,0,0,0,0,0,0,0,0,西藏自治区
88.5,36,0,0,0,0,0,0,0,0,0,0,0,西藏自治区
89,36,0,0,0,0,0,0,0,0,0,0,0,西藏自治区
89.5,36,0,0,0,0,0,0,0,0,0,0,0,青海省
90,36,0,0,0,0,0,0,0,0,0,0,0,青海省
90.5,36,0,0,0,0,0,0,0,0,0,0,0,青海省
91,36,0,0,0,0,0,0,0,0,0,0,0,青海省
91.5,36,0,0,0,0,0,0,0,0,0,0,0,青海省
92,36,0,0,0,0,0,0,0,0,0,0,0,青海省
92.5,36,0,0,0,0,0,0,0,0,0,0,0,青海省
93,36,0,0,0,0,0,0,0,0,0,0,0,青海省
93.5,36,0,0,0,0,0,0,0,0,0,0,0,青海省
94,36,0,0,0,0,0,0,0,0,0,0,0,青海省
94.5,36,0,0,0,0,0,0,0,0,0,0,0,青海省
95,36,0,0,0,0,0,0,0,0,0,0,0,青海省
95.5,36,0,0,0,0,0,0,0,0,0,0,0,青海省
96,36,0,0,0,0,0,0,0,0,0,0,0,青海省
96.5,36,0,0,0,0,0,0,0,0,0,0,0,青海省
97,36,0,0,0,0,0,0,0,0,0,0,0,青海省
97.5,36,0,0,0,0,0,0,0,0,0,0,0,青海省
98,36,0,0,0,0,0,0,0,0,0,0,0,青海省
98.5,36,0,0,0,0,0,0,0,0,0,0,0,青海省
99,36,0,0,0,0,0,0,0,0,0,0,0,青海省
99.5,36,0,0,0,0,0,0,0,0,0,0,0,青海省
100,36,0,0,0,0,0,0,0,0,0,0,0,青海省
100.5,36,0,0,0,0,0,0,0,0,0,0,0,青海省
101,36,0,0,0,0,0,0,0,0,0,0,0,青海省
101.5,36,0,2,0,0,0,0,0,0,0,0,0,青海省
102,36,0,2,0,0,1,0,0,0,2,0,0,青海省
102.5,36,0,2,0,0,1,0,0,0,2,0,0,青海省
103,36,0,0,0,0,1,0,2,0,2,0,0,甘肃省
103.5,36,0,0,0,0,1,0,0,0,3,0,0,甘肃省
104,36,0,0,2,0,1,0,0,0,3,0,0,甘肃省
104.5,36,0,0,0,0,1,0,0,0,0,0,0,甘肃省
105,36,0,0,0,0,1,0,0,0,0,0,0,甘肃省
105.5,36,0,0,0,0,0,0,0,0,0,0,0,宁夏回族自治区
106,36,0,0,0,0,0,0,0,0,0,0,0,宁夏回族自治区
106.5,36,0,0,0,0,0,0,0,0,0,0,2,宁夏回族自治区
107,36,0,0,0,0,0,0,0,2,0,0,3,甘肃省
107.5,36,0,0,0,0,0,0,0,2,0,0,3,甘肃省
108,36,0,0,0,2,0,0,0,0,0,0,3,甘肃省
108.5,36,0,0,0,2,0,0,0,3,0,0,3,甘肃省
109,36,0,0,0,2,0,0,0,3,0,0,3,陕西省
109.5,36,0,2,0,0,2,0,0,3,0,0,3,陕西省
110,36,0,2,0,2,0,0,0,3,0,3,3,陕西省
110.5,36,0,2,0,3,2,0,0,3,0,0,3,山西省
111,36,0,0,0,3,2,0,0,4,0,0,3,山西省
111.5,36,0,0,0,2,2,0,0,4,0,2,3,山西省
112,36,0,0,0,2,2,0,0,4,0,2,3,山西省
112.5,36,0,0,0,2,2,0,0,5,0,2,3,山西省
113,36,0,0,0,2,2,0,0,4,0,2,3,山西省
113.5,36,0,0,0,2,2,0,0,4,0,2,3,山西省
114,36,0,0,0,0,4,0,0,4,0,4,3,河南省
114.5,36,0,0,0,0,4,0,0,3,0,4,0,河南省
115,36,0,0,0,0,4,0,0,3,0,2,0,河南省
115.5,36,0,0,0,0,5,0,0,3,1,2,0,山东省
116,36,0,0,0,0,5,0,0,3,0,2,0,河南省
116.5,36,0,0,0,0,5,0,0,3,0,0,0,山东省
117,36,0,0,0,0,3,0,0,4,0,0,0,山东省
117.5,36,0,0,0,0,3,0,0,4,0,0,0,山东省
118,36,0,0,0,0,5,0,0,4,0,2,0,山东省
118.5,36,0,0,0,0,7,0,0,4,0,3,0,山东省
119,36,0,0,0,0,7,0,0,4,0,3,0,山东省
119.5,36,0,0,0,0,5,0,0,4,0,3,0,山东省
120,36,0,0,0,0,2,0,0,3,0,3,0,山东省
76,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79,36.5,0,0,0,0,0,0,2,0,0,0,0,新疆维吾尔自治区
79.5,36.5,0,2,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90.5,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91,36.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91.5,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
92,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
92.5,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
93,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
93.5,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
94,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
94.5,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
95,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
95.5,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
96,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
96.5,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
97,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
97.5,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
98,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
98.5,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
99,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
99.5,36.5,0,0,0,2,0,0,0,0,0,0,0,青海省
100,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
100.5,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
101,36.5,0,0,0,0,0,0,0,0,0,0,0,青海省
101.5,36.5,0,2,0,0,1,0,0,0,2,0,0,青海省
102,36.5,0,0,0,0,1,0,0,0,2,0,0,青海省
102.5,36.5,0,0,0,0,1,0,0,0,2,0,0,青海省
103,36.5,0,0,0,0,1,0,0,0,3,0,0,甘肃省
103.5,36.5,0,0,0,0,1,0,0,0,2,0,0,甘肃省
104,36.5,0,0,0,0,1,0,0,0,2,0,0,甘肃省
104.5,36.5,0,0,0,0,1,0,0,0,0,0,0,甘肃省
105,36.5,0,0,0,0,1,0,0,0,0,0,0,甘肃省
105.5,36.5,0,0,0,0,0,0,0,0,0,0,0,宁夏回族自治区
106,36.5,0,0,0,0,0,0,0,0,0,0,0,宁夏回族自治区
106.5,36.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
107,36.5,0,0,0,0,0,0,0,0,0,2,4,甘肃省
107.5,36.5,0,0,0,0,0,0,0,0,0,2,3,甘肃省
108,36.5,0,0,0,0,0,0,0,3,0,0,3,甘肃省
108.5,36.5,0,0,0,0,0,0,0,3,0,0,3,陕西省
109,36.5,0,0,0,0,0,0,0,3,0,2,3,陕西省
109.5,36.5,0,0,0,0,2,0,0,3,0,2,3,陕西省
110,36.5,0,2,0,0,3,0,0,4,2,3,3,陕西省
110.5,36.5,0,0,0,0,2,0,0,3,0,3,3,山西省
111,36.5,0,0,0,0,2,0,0,4,0,0,3,山西省
111.5,36.5,0,0,0,2,2,0,0,4,0,0,3,山西省
112,36.5,0,0,0,0,2,0,0,4,0,0,3,山西省
112.5,36.5,0,0,0,2,2,0,0,5,0,2,3,山西省
113,36.5,0,0,0,2,2,0,0,4,0,2,3,山西省
113.5,36.5,0,0,0,2,3,0,0,4,2,2,3,山西省
114,36.5,0,2,0,0,4,0,0,4,0,4,1,河北省
114.5,36.5,0,0,0,0,5,0,0,2,0,4,1,河北省
115,36.5,0,0,0,0,4,0,0,2,0,2,0,河北省
115.5,36.5,0,0,0,0,5,0,0,3,0,2,0,山东省
116,36.5,0,0,0,0,5,0,0,3,0,2,0,山东省
116.5,36.5,0,0,0,0,5,0,0,3,0,0,0,山东省
117,36.5,0,0,0,0,5,0,0,3,0,0,0,山东省
117.5,36.5,0,0,0,0,3,0,0,3,0,0,0,山东省
118,36.5,0,0,0,0,3,0,0,4,0,3,0,山东省
118.5,36.5,0,0,0,0,5,0,0,3,0,3,0,山东省
119,36.5,0,0,0,2,5,0,0,4,0,3,1,山东省
119.5,36.5,0,0,0,2,5,0,0,5,0,3,1,山东省
120,36.5,0,0,0,2,3,0,0,5,0,3,1,山东省
120.5,36.5,0,0,0,0,3,0,0,3,0,3,0,山东省
75,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
75.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77,37,0,0,0,3,0,0,2,0,0,0,0,新疆维吾尔自治区
77.5,37,0,2,0,2,0,0,2,0,0,0,0,新疆维吾尔自治区
78,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78.5,37,0,2,0,0,0,0,0,0,2,0,0,新疆维吾尔自治区
79,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90.5,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91,37,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91.5,37,0,0,0,0,0,0,0,0,0,0,0,青海省
92,37,0,0,0,0,0,0,0,0,0,0,0,青海省
92.5,37,0,0,0,0,0,0,0,0,0,0,0,青海省
93,37,0,0,0,0,0,0,0,0,0,0,0,青海省
93.5,37,0,0,0,0,0,0,0,0,0,0,0,青海省
94,37,0,0,0,0,0,0,0,0,0,0,0,青海省
94.5,37,0,0,0,0,0,0,0,0,0,0,0,青海省
95,37,0,0,0,0,0,0,0,0,0,0,0,青海省
95.5,37,0,0,0,0,0,0,0,0,0,0,0,青海省
96,37,0,0,0,0,0,0,0,0,0,0,0,青海省
96.5,37,0,0,0,0,0,0,0,0,0,0,0,青海省
97,37,0,0,0,0,0,0,0,0,0,0,0,青海省
97.5,37,0,0,0,0,0,0,0,0,0,0,0,青海省
98,37,0,0,0,0,0,0,0,0,0,0,0,青海省
98.5,37,0,0,0,0,0,0,0,0,0,0,0,青海省
99,37,0,0,0,2,0,0,0,0,0,0,0,青海省
99.5,37,0,0,0,0,0,0,0,0,0,0,0,青海省
100,37,0,0,0,0,0,0,0,0,0,0,0,青海省
100.5,37,0,0,0,0,0,0,0,0,0,0,0,青海省
101,37,0,0,0,0,0,0,0,0,2,0,0,青海省
101.5,37,0,0,0,0,1,0,0,0,2,0,0,青海省
102,37,0,0,0,0,0,0,0,0,2,0,0,青海省
102.5,37,0,0,0,0,0,0,0,0,2,0,0,甘肃省
103,37,0,0,0,0,1,0,0,0,3,0,0,甘肃省
103.5,37,0,0,0,0,1,0,0,0,3,0,0,甘肃省
104,37,0,0,0,0,1,0,0,0,2,0,0,甘肃省
104.5,37,0,0,0,0,1,0,0,0,0,0,0,甘肃省
105,37,0,0,0,0,0,0,0,0,0,0,0,甘肃省
105.5,37,0,0,0,0,0,0,0,0,0,0,0,宁夏回族自治区
106,37,0,0,0,0,0,0,0,0,0,0,0,宁夏回族自治区
106.5,37,0,0,0,0,0,0,0,0,0,0,0,宁夏回族自治区
107,37,0,0,0,0,0,0,0,0,2,2,2,甘肃省
107.5,37,0,0,0,0,0,0,0,1,0,2,2,陕西省
108,37,0,0,0,0,2,0,0,3,0,0,3,陕西省
108.5,37,0,0,0,0,2,0,0,3,0,0,3,陕西省
109,37,0,0,0,0,2,0,0,3,0,0,3,陕西省
109.5,37,0,0,0,0,2,0,0,3,2,3,3,陕西省
110,37,0,2,0,0,3,0,0,3,4,3,3,陕西省
110.5,37,0,2,0,0,2,0,0,2,2,3,3,山西省
111,37,0,0,0,0,2,0,0,4,0,3,3,山西省
111.5,37,0,0,0,2,2,2,0,5,2,0,3,山西省
112,37,0,0,0,0,2,0,0,3,0,0,3,山西省
112.5,37,0,0,0,2,3,0,0,4,2,0,3,山西省
113,37,0,0,0,2,3,0,0,4,0,2,3,山西省
113.5,37,0,0,0,2,3,0,0,4,2,2,3,山西省
114,37,0,0,0,0,5,0,0,2,0,4,3,河北省
114.5,37,0,0,0,0,5,0,0,4,0,4,1,河北省
115,37,0,0,0,2,5,0,0,4,0,4,1,河北省
115.5,37,0,0,0,2,5,0,0,2,0,2,0,河北省
116,37,0,0,0,0,5,0,0,3,0,2,0,山东省
116.5,37,0,0,0,0,5,0,0,3,0,2,0,山东省
117,37,0,0,0,0,5,0,0,3,0,0,0,山东省
117.5,37,0,0,0,0,5,0,0,3,0,4,0,山东省
118,37,0,0,0,0,5,0,0,5,0,4,1,山东省
118.5,37,2,0,0,2,5,0,0,5,0,4,1,山东省
119,37,0,0,0,2,3,0,0,5,0,3,1,山东省
119.5,37,0,0,0,2,5,0,0,3,0,2,1,山东省
120,37,0,0,0,2,3,0,0,4,0,2,1,山东省
120.5,37,0,0,0,0,3,0,0,5,0,3,0,山东省
121,37,0,0,0,0,3,0,0,3,0,3,0,山东省
121.5,37,0,0,0,0,0,0,0,2,0,3,0,山东省
122,37,0,0,0,0,2,0,0,2,0,5,0,山东省
122.5,37,0,0,0,0,0,0,0,0,0,0,0,山东省
75.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76.5,37.5,0,2,0,0,0,0,2,0,2,0,0,新疆维吾尔自治区
77,37.5,0,2,0,2,0,0,0,0,0,0,0,新疆维吾尔自治区
77.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85.5,37.5,0,2,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90.5,37.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
91.5,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
92,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
92.5,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
93,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
93.5,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
94,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
94.5,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
95,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
95.5,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
96,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
96.5,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
97,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
97.5,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
98,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
98.5,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
99,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
99.5,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
100,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
100.5,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
101,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
101.5,37.5,0,0,0,0,0,0,0,0,2,0,0,青海省
102,37.5,0,0,0,0,0,0,0,0,0,0,0,青海省
102.5,37.5,0,0,0,0,0,0,0,0,2,0,0,甘肃省
103,37.5,0,0,0,0,1,0,0,0,2,0,0,甘肃省
103.5,37.5,0,0,0,0,0,0,0,0,2,0,0,甘肃省
104,37.5,0,0,0,0,1,0,0,0,2,0,0,甘肃省
104.5,37.5,0,0,0,0,0,0,0,0,0,0,0,宁夏回族自治区
105,37.5,0,0,0,0,0,0,0,0,0,0,0,宁夏回族自治区
105.5,37.5,0,0,0,0,0,0,0,0,0,0,0,宁夏回族自治区
106,37.5,0,0,0,0,0,0,0,0,0,0,0,宁夏回族自治区
106.5,37.5,0,0,0,0,0,0,0,0,0,0,0,宁夏回族自治区
107,37.5,0,0,0,0,2,0,0,0,0,0,0,宁夏回族自治区
107.5,37.5,0,0,0,0,2,0,0,2,2,2,2,陕西省
108,37.5,0,0,0,0,2,0,0,2,2,0,2,陕西省
108.5,37.5,0,0,0,0,2,0,0,3,2,0,2,陕西省
109,37.5,0,0,0,0,2,0,0,3,0,0,2,陕西省
109.5,37.5,0,0,0,0,3,0,0,3,2,0,3,陕西省
110,37.5,0,0,0,0,3,0,0,3,4,3,3,陕西省
110.5,37.5,0,0,0,0,3,0,0,3,4,3,3,陕西省
111,37.5,0,0,0,0,2,0,0,3,0,3,3,山西省
111.5,37.5,0,0,0,0,2,0,0,2,0,0,3,山西省
112,37.5,0,0,0,2,3,2,0,2,2,2,3,山西省
112.5,37.5,0,0,0,2,3,0,0,4,2,0,3,山西省
113,37.5,0,0,0,2,3,0,0,4,3,0,3,山西省
113.5,37.5,0,0,0,2,3,0,0,4,2,0,3,山西省
114,37.5,0,0,0,0,4,1,0,4,0,4,3,山西省
114.5,37.5,0,0,0,0,5,1,0,2,0,2,1,河北省
115,37.5,0,0,0,0,5,1,0,2,0,4,0,河北省
115.5,37.5,0,0,0,0,6,0,0,2,0,2,1,河北省
116,37.5,0,0,0,0,5,0,0,2,0,2,1,河北省
116.5,37.5,0,0,0,0,5,0,0,3,0,2,0,山东省
117,37.5,0,0,0,0,7,0,0,3,0,4,0,山东省
