lon,lat,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,province
117.5,37.5,0,0,0,0,8,0,0,3,0,4,0,山东省
118,37.5,0,0,0,0,8,0,0,5,0,4,1,山东省
118.5,37.5,3,0,2,0,6,0,0,5,0,4,1,山东省
120.5,37.5,0,0,0,0,3,0,0,6,0,3,1,山东省
121,37.5,0,0,0,0,5,0,0,4,0,3,1,山东省
122,37.5,0,0,0,0,0,0,0,0,0,0,0,山东省
75,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
75.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76,38,0,2,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76.5,38,0,2,0,2,0,0,0,0,0,0,0,新疆维吾尔自治区
77,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90.5,38,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91,38,0,0,0,0,0,0,0,0,0,0,0,青海省
91.5,38,0,0,0,0,0,0,0,0,0,0,0,青海省
92,38,0,0,0,0,0,0,0,0,0,0,0,青海省
92.5,38,0,0,0,0,0,0,0,0,0,0,0,青海省
93,38,0,0,0,0,0,0,0,0,0,0,0,青海省
93.5,38,0,0,0,0,0,0,0,0,0,0,0,青海省
94,38,0,0,0,0,0,0,0,0,0,0,0,青海省
94.5,38,0,0,0,0,0,0,0,0,0,0,0,青海省
95,38,0,0,0,0,0,0,0,0,0,0,0,青海省
95.5,38,0,0,0,0,0,0,0,0,0,0,0,青海省
96,38,0,0,0,0,0,0,0,0,0,0,0,青海省
96.5,38,0,0,0,0,0,0,0,0,0,0,0,青海省
97,38,0,0,0,0,0,0,0,0,0,0,0,青海省
97.5,38,0,0,0,0,0,0,0,0,0,0,0,青海省
98,38,0,0,0,0,0,0,0,0,0,0,0,青海省
98.5,38,0,0,0,0,0,0,0,0,0,0,0,青海省
99,38,0,0,0,0,0,0,0,0,0,0,0,青海省
99.5,38,0,0,0,0,0,0,0,0,0,0,0,青海省
100,38,0,0,0,0,0,0,0,0,0,0,0,青海省
100.5,38,0,0,0,0,1,0,0,0,0,0,0,青海省
101,38,0,0,0,0,1,0,0,0,0,0,0,甘肃省
101.5,38,0,0,0,0,1,0,0,0,2,0,0,甘肃省
102,38,0,0,0,0,1,0,0,0,2,0,0,甘肃省
102.5,38,0,0,0,0,1,0,0,0,2,0,0,甘肃省
103,38,0,0,0,0,1,0,0,0,2,0,0,甘肃省
103.5,38,0,0,0,0,1,0,0,0,2,0,0,内蒙古自治区
104,38,0,0,0,0,1,0,0,0,2,0,0,内蒙古自治区
104.5,38,0,0,0,0,0,0,0,0,3,0,0,内蒙古自治区
105,38,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
105.5,38,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
106,38,0,0,0,0,2,0,0,0,0,0,0,宁夏回族自治区
106.5,38,0,0,0,0,2,0,0,0,0,0,0,宁夏回族自治区
107,38,0,0,0,0,2,0,0,0,0,0,0,宁夏回族自治区
107.5,38,0,0,0,0,2,0,0,2,2,0,0,内蒙古自治区
108,38,0,0,0,0,2,0,0,2,0,0,0,内蒙古自治区
108.5,38,0,0,0,0,2,0,0,2,4,0,2,内蒙古自治区
109,38,0,0,0,0,2,0,0,2,2,0,2,内蒙古自治区
109.5,38,0,0,0,0,3,0,0,2,2,0,2,陕西省
110,38,0,0,0,0,3,0,0,2,2,0,2,陕西省
110.5,38,0,0,0,2,3,0,0,2,2,0,3,陕西省
111,38,0,0,0,2,3,0,0,3,0,3,3,山西省
111.5,38,0,0,0,0,2,0,0,2,0,0,3,山西省
112,38,0,0,0,0,2,0,0,4,4,0,3,山西省
112.5,38,0,0,0,0,3,2,0,4,4,0,3,山西省
113,38,0,0,0,0,3,0,0,4,0,0,3,山西省
113.5,38,0,2,0,0,5,0,0,5,0,4,3,山西省
114,38,0,4,0,0,3,1,0,4,0,4,1,河北省
114.5,38,0,0,0,0,5,1,0,4,0,4,1,河北省
115,38,0,0,0,0,5,0,0,4,0,4,1,河北省
115.5,38,0,0,0,0,4,1,0,2,0,4,1,河北省
116,38,0,0,0,0,6,1,0,2,0,2,1,河北省
116.5,38,0,0,2,0,5,0,0,5,0,4,1,河北省
117,38,0,0,0,0,7,0,0,2,0,4,1,河北省
117.5,38,0,0,0,0,7,0,0,4,0,4,1,河北省
118,38,0,0,2,0,7,1,0,4,0,4,1,山东省
118.5,38,0,0,2,0,7,3,0,4,0,4,1,山东省
75,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
75.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76,38.5,0,2,0,0,0,0,0,0,2,0,0,新疆维吾尔自治区
76.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89.5,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90,38.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90.5,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
91,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
91.5,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
92,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
92.5,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
93,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
93.5,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
94,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
94.5,38.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
95,38.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
95.5,38.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
96,38.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
96.5,38.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
97,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
97.5,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
98,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
98.5,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
99,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
99.5,38.5,0,0,0,0,0,0,0,0,0,0,0,青海省
100,38.5,0,0,0,0,0,0,0,0,2,0,0,甘肃省
100.5,38.5,0,0,0,0,0,0,0,0,2,0,0,甘肃省
101,38.5,0,0,0,0,0,0,0,0,2,0,0,甘肃省
101.5,38.5,0,0,0,0,1,0,0,0,2,0,0,甘肃省
102,38.5,0,0,0,0,1,0,0,0,2,0,0,甘肃省
102.5,38.5,0,0,0,0,1,0,0,0,2,0,0,甘肃省
103,38.5,0,0,0,0,1,0,0,0,2,0,0,甘肃省
103.5,38.5,0,0,0,0,2,0,0,0,2,0,0,甘肃省
104,38.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
104.5,38.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
105,38.5,0,0,0,0,0,0,0,0,3,0,0,内蒙古自治区
105.5,38.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
106,38.5,0,0,0,0,2,0,0,0,3,0,0,宁夏回族自治区
106.5,38.5,0,0,0,0,2,0,0,2,0,0,0,宁夏回族自治区
107,38.5,0,0,0,0,2,0,0,2,3,0,0,内蒙古自治区
107.5,38.5,0,0,0,0,3,0,0,2,0,0,0,内蒙古自治区
108,38.5,0,0,0,0,3,0,0,2,0,0,0,内蒙古自治区
108.5,38.5,0,0,0,0,3,0,0,2,3,0,2,内蒙古自治区
109,38.5,0,0,0,0,3,0,0,2,4,0,2,内蒙古自治区
109.5,38.5,0,0,0,0,3,0,0,2,2,0,2,陕西省
110,38.5,0,0,0,2,3,0,0,2,0,0,2,陕西省
110.5,38.5,0,0,0,2,3,0,0,2,0,0,2,陕西省
111,38.5,0,0,0,0,3,0,0,3,0,0,2,山西省
111.5,38.5,0,0,0,0,2,0,0,2,0,0,3,山西省
112,38.5,0,0,0,0,2,0,0,2,0,0,3,山西省
112.5,38.5,0,0,0,0,3,3,0,6,2,4,3,山西省
113,38.5,0,0,0,0,3,0,0,5,0,3,3,山西省
113.5,38.5,0,0,0,0,3,1,0,5,0,3,3,山西省
114,38.5,0,0,0,0,3,1,0,4,0,3,1,河北省
114.5,38.5,0,0,0,0,5,1,0,4,0,3,1,河北省
115,38.5,0,0,0,0,4,1,0,4,0,2,1,河北省
115.5,38.5,0,0,0,0,4,0,0,4,0,2,1,河北省
116,38.5,0,0,2,0,4,1,0,5,0,5,1,河北省
116.5,38.5,0,0,2,0,4,1,0,5,0,5,1,河北省
117,38.5,0,0,2,0,6,1,0,5,0,5,1,河北省
117.5,38.5,0,0,2,0,3,1,0,0,0,4,0,河北省
74,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
74.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
75,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
75.5,39,0,2,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91.5,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
92,39,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
92.5,39,0,0,0,0,0,0,0,0,0,0,0,青海省
93,39,0,0,0,0,0,0,0,0,0,0,0,青海省
93.5,39,0,0,0,0,0,0,0,0,0,0,0,甘肃省
94,39,0,0,0,0,0,0,0,0,0,0,0,甘肃省
94.5,39,0,0,0,0,0,0,0,0,0,0,0,甘肃省
95,39,0,0,0,0,0,0,0,0,0,0,0,甘肃省
95.5,39,0,0,0,0,0,0,0,0,0,0,0,甘肃省
96,39,0,0,0,0,0,0,0,0,0,0,0,甘肃省
96.5,39,0,0,0,0,0,0,0,0,0,0,0,甘肃省
97,39,0,0,0,0,0,0,0,0,0,0,0,青海省
97.5,39,0,0,0,0,0,0,0,0,0,0,0,青海省
98,39,0,0,0,0,0,0,0,0,0,0,0,甘肃省
98.5,39,0,0,0,0,0,0,0,0,0,0,0,甘肃省
99,39,0,0,0,0,0,0,0,0,0,0,0,甘肃省
99.5,39,0,0,0,0,0,0,0,0,0,0,0,甘肃省
100,39,0,0,0,0,2,0,0,0,0,0,0,甘肃省
100.5,39,0,0,0,0,0,0,0,0,0,0,0,甘肃省
101,39,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
101.5,39,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
102,39,0,0,0,0,1,0,0,0,0,0,0,甘肃省
102.5,39,0,0,0,0,1,0,0,0,2,0,0,甘肃省
103,39,0,0,0,0,1,0,0,0,2,0,0,甘肃省
103.5,39,0,0,0,0,1,0,0,0,2,0,0,甘肃省
104,39,0,0,0,0,0,0,0,0,2,0,0,甘肃省
104.5,39,0,0,0,0,0,0,0,0,3,0,0,内蒙古自治区
105,39,0,0,0,0,0,0,0,0,3,0,0,内蒙古自治区
105.5,39,0,0,0,0,0,0,0,0,3,0,0,内蒙古自治区
106,39,0,0,0,0,2,0,0,0,3,0,0,内蒙古自治区
106.5,39,0,0,0,0,3,0,0,0,0,0,0,宁夏回族自治区
107,39,0,0,0,0,2,0,0,0,0,0,0,内蒙古自治区
107.5,39,0,0,0,0,2,0,0,2,0,0,0,内蒙古自治区
108,39,0,0,0,0,2,0,0,2,0,0,0,内蒙古自治区
108.5,39,0,0,0,0,3,0,0,2,0,0,2,内蒙古自治区
109,39,0,0,0,0,3,0,0,2,0,0,2,内蒙古自治区
109.5,39,0,0,0,0,3,0,0,2,0,0,2,内蒙古自治区
110,39,0,0,0,2,3,0,0,3,0,0,2,陕西省
110.5,39,0,0,0,2,3,0,0,3,0,0,2,陕西省
111,39,0,0,0,2,3,0,0,3,0,0,2,山西省
111.5,39,0,0,0,0,3,0,0,3,0,0,2,山西省
112,39,0,0,0,0,2,0,0,3,0,0,2,山西省
112.5,39,0,0,0,0,3,4,0,7,2,3,2,山西省
113,39,0,0,0,0,2,0,0,5,0,0,2,山西省
113.5,39,0,0,0,0,2,0,0,4,0,0,3,山西省
114,39,0,0,0,0,3,1,0,5,0,2,1,河北省
114.5,39,0,0,0,0,3,1,0,4,0,3,1,河北省
115,39,0,0,0,0,4,1,0,5,0,4,1,河北省
115.5,39,0,0,0,0,4,1,0,3,0,4,1,河北省
116,39,0,0,0,0,6,1,0,3,0,4,0,河北省
116.5,39,0,0,2,0,6,1,0,3,1,4,1,河北省
117,39,0,0,2,0,6,1,0,3,1,5,1,天津市
117.5,39,0,0,2,0,6,3,0,2,1,4,1,天津市
118.5,39,0,0,0,0,0,0,0,0,0,0,0,河北省
121.5,39,0,0,0,0,0,0,0,0,0,0,0,辽宁省
74,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
74.5,39.5,0,2,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
75,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
75.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
84.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
85.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
86.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
87.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
88.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
89.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
90.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
91.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
92,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
92.5,39.5,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
93,39.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
93.5,39.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
94,39.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
94.5,39.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
95,39.5,0,0,0,0,0,0,0,0,2,0,0,甘肃省
95.5,39.5,0,0,0,0,0,0,0,0,2,0,0,甘肃省
96,39.5,0,0,0,0,0,0,0,0,2,0,0,甘肃省
96.5,39.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
97,39.5,0,0,0,0,0,0,0,0,2,0,0,甘肃省
97.5,39.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
98,39.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
98.5,39.5,0,0,0,0,2,0,0,0,0,0,0,甘肃省
99,39.5,0,0,0,0,2,0,0,0,0,0,0,甘肃省
99.5,39.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
100,39.5,0,0,0,0,0,0,0,0,0,0,0,甘肃省
100.5,39.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
101,39.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
101.5,39.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
102,39.5,0,0,0,0,0,0,0,0,0,0,0,内蒙古自治区
102.5,39.5,0,0,0,0,1,0,0,0,0,0,0,内蒙古自治区
103,39.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
103.5,39.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
104,39.5,0,0,0,0,0,0,0,0,2,0,0,内蒙古自治区
104.5,39.5,0,0,0,0,0,0,0,0,3,0,0,内蒙古自治区
105,39.5,0,0,0,0,0,0,0,0,3,0,0,内蒙古自治区
105.5,39.5,0,0,0,0,0,0,0,0,3,0,0,内蒙古自治区
106,39.5,0,0,0,0,0,0,0,0,3,0,0,内蒙古自治区
106.5,39.5,0,0,0,0,2,0,0,0,3,0,0,内蒙古自治区
107,39.5,0,0,0,0,2,0,0,0,0,0,0,内蒙古自治区
107.5,39.5,0,0,0,0,2,0,0,0,0,0,0,内蒙古自治区
108,39.5,0,0,0,0,3,0,0,2,0,0,0,内蒙古自治区
108.5,39.5,0,0,0,0,2,0,0,2,0,0,2,内蒙古自治区
109,39.5,0,0,0,0,3,0,0,3,0,0,2,内蒙古自治区
109.5,39.5,0,0,0,0,3,0,0,3,0,0,2,内蒙古自治区
110,39.5,0,0,0,0,3,0,0,3,0,0,2,内蒙古自治区
110.5,39.5,0,0,0,0,3,0,0,3,2,0,2,内蒙古自治区
111,39.5,0,0,0,0,3,0,0,4,2,0,2,陕西省
111.5,39.5,0,0,0,0,3,0,0,3,0,0,2,山西省
112,39.5,0,0,0,0,2,0,0,4,0,0,2,山西省
112.5,39.5,0,0,0,0,3,4,0,4,0,3,2,山西省
113,39.5,0,0,0,0,2,4,0,2,0,3,2,山西省
113.5,39.5,0,0,0,0,2,0,0,2,0,3,2,山西省
114,39.5,0,0,0,0,3,0,0,6,0,0,2,山西省
114.5,39.5,0,0,0,0,3,1,0,5,0,2,2,山西省
115,39.5,0,0,0,0,3,0,0,4,0,2,1,河北省
115.5,39.5,0,0,0,0,3,3,0,3,0,3,1,河北省
116,39.5,0,0,2,0,6,3,0,3,1,4,0,河北省
116.5,39.5,0,0,2,0,6,3,0,3,1,4,0,河北省
117,39.5,0,0,2,0,6,3,0,3,1,4,0,天津市
117.5,39.5,0,0,4,0,6,3,0,3,1,4,1,天津市
118,39.5,0,0,2,0,6,1,0,3,1,4,0,河北省
118.5,39.5,0,0,0,0,2,0,0,0,1,4,0,河北省
119,39.5,0,0,0,0,0,0,0,0,1,3,0,河北省
121.5,39.5,0,0,0,0,0,0,0,0,0,0,0,辽宁省
122,39.5,0,0,0,0,0,0,0,0,0,2,0,辽宁省
122.5,39.5,0,0,0,0,0,0,0,0,0,0,0,辽宁省
123,39.5,0,0,0,0,0,0,0,0,0,0,0,辽宁省
74,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
74.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
75,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
75.5,40,0,2,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
76.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
77.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
78.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
79.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
80.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
81.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
82.5,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
83,40,0,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区
